speed_hz[hz]	send_bytes[byte]	average_throughput[bps]	median_throughput[bps]	mode_throughput[bps]	max_throughput[bps]	min_throughput[bps]	fluctuation[bps]	error_rate	variance[bps^2]	standard deviation[bps]
51000	2	73504.61481446933	 85055.59442332065	86147.45057766367	89478.48533333333	34521.02057613169	15973.870518864001	0.998	299983025.43591785	17320.018055299995
52000	2	83667.2769488021	 87953.9501965924	88651.07529722589	90810.37077131259	34521.02057613169	7143.093822510491	1.0	142609121.37717462	11941.906103180288
53000	2	60517.62771386511	 50495.75921745673	50495.75921745673	91553.70259208731	34556.572605561276	31036.0748782222	0.997	314839526.958301	17743.71795758434
54000	2	90545.33967649928	 91678.77595628415	91804.19151846785	94254.02247191011	37015.36900165472	3708.6827954108303	0.997	17098357.732763473	4135.016049879791
55000	2	64463.886692009575	 51345.72609028309	51189.064836003054	94786.53107344633	33172.94315373208	30322.644381436752	1.0	392881393.2778606	19821.235917012353
56000	2	92260.35846353	 92948.56509695291	93727.46368715084	95596.67236467237	36333.98159177044	3336.3139011423627	0.995	14944838.746453186	3865.8554999447647
57000	2	94979.5905921871	 95733.04422253923	96006.95851216023	97541.95348837209	36021.93451422437	2562.36289618499	0.998	13004871.250789806	3606.2267331367016
57600	2	79132.98890981912	 83210.03074217224	86703.95865633075	95055.04815864023	11026.760433782452	15922.059248821111	0.995	194488202.46309248	13945.902712377298
58000	2	94387.30108577023	 95189.8780141844	96420.7816091954	97541.95348837209	35209.26757607555	3154.6524026018596	0.998	20377105.91091494	4514.100786526032
59000	2	76801.90516991988	 55553.69536423841	106861.24840764332	108590.39482200648	36994.96361631753	31788.489652086602	0.995	687089422.3675379	26212.39062671579
60000	2	102237.92354989276	 103085.81259600614	103563.06172839506	105186.30721003134	10212.8844924669	2948.3836601385847	0.999	19993964.97410371	4471.4611676837485
61000	2	103399.95623096381	 104368.3732503888	104694.01560062403	108766.39222042139	36731.726327312535	5366.4359894575755	0.997	18175255.423349235	4263.24470601316
62000	2	100892.20748356784	 101834.39150227618	102300.09756097561	104530.94080996884	11740.529041287613	3638.7333264010085	0.997	28534973.734816935	5341.813712103496
63000	2	104732.31613292456	 105517.0817610063	105517.0817610063	107546.2564102564	38238.66894586894	2813.9402773318434	0.998	15637794.655561512	3954.4651541721178
64000	2	89574.77962449272	 106184.91139240506	108065.80354267311	109120.10406504065	37428.25655326269	19545.324440547935	0.994	592411866.163463	24339.512447119047
65000	2	108131.90081480994	 109297.82410423453	-1	111476.51827242525	36551.66884531591	3344.6174576153135	0.996	25911317.11623441	5090.316013395869
66000	2	110021.25067190744	 111107.39072847682	111107.39072847682	113936.95076400679	38881.14947856315	3915.700092099345	0.996	23414357.61928592	4838.838457655506
67000	2	112296.23420129242	 113551.37732656514	113936.95076400679	118149.40845070423	9256.395034482759	5853.174249411808	0.995	35920444.582272336	5993.36671515037
68000	2	108926.46586799675	 115109.54373927959	115904.7737478411	120266.78136200717	39452.5949441505	11340.315494010414	0.995	292589510.6540735	17105.248044213607
69000	2	114531.25524368495	 115904.7737478411	116306.52339688041	118357.78483245149	32784.00781631656	3826.5295887665416	0.992	29445287.861636046	5426.35124753605
70000	2	114839.8781435321	 115505.79001721171	115505.79001721171	119837.25714285714	36994.96361631753	4997.378999325039	0.998	25029771.126786962	5002.976226886049
71000	2	117770.47492148366	 118987.3475177305	119198.69271758437	124969.95158286778	38369.847913093196	7199.47666138412	0.994	27286074.97531937	5223.607467576347
72000	2	109816.36471893084	 110740.699669967	-1	123361.88235294117	8679.366787377134	13545.517634010335	0.038	37369701.7794935	6113.076294264084
73000	2	110848.71503582886	 111662.00332778702	112222.18060200669	114325.15161839864	37807.810704225354	3476.436582569775	0.0	27210345.04685872	5216.353615971479
74000	2	121688.0224465095	 122910.00732600733	-1	125672.02996254682	9360.97977402706	3984.0075160373235	0.0	36896883.45094635	6074.280488333277
75000	2	78867.63308506695	 60458.43603603604	60404.01800180018	129304.16955684008	38903.68927536232	50436.53647177313	0.0	917055090.8166928	30282.917475314243
76000	2	-1847765.9255965853	 87081.89853249137	-1720740.1025641025	33554432.0	-67108864.0	35402197.92559659	0.0	35174809145527.637	5930835.450889498
